id,name,doi,paragraph,authors,field/topic/keywords,url (ground truth),candidate_urls,probability (ground truth),metadata_name,metadata_authors,metadata_keywords,metadata_description,name_metric,author_metric,paragraph_metric,keywords_metric
58,SKLEARN,10.1155/2020/8858588,"Through the automatic solution algorithm of the SKLEARN system and the optimization of hyperparameters, the accuracy of radar signal recognition is improved and the stability is more reliable","Li Ji,Huiqiang Zhang,Jianping Ou,Wei Wang","Computer science,Radar,Universal Software Radio Peripheral,Convolutional neural network,Robustness (evolution)","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.2575111985206604,0.08788010478019714
60,SKLEARN,10.3389/fmicb.2019.01084,"As SKLEARN represents a machine learning approach, the additional flexibility provided was to assign taxonomy after training the algorithm with extracted reference sequences from the SILVA and UNITE databases using the aforementioned PCR primers and trimmed to a length equal to the maximum length of the reads after quality filtering","Dimitrios Kioroglou,Albert Mas,María del Carmen Machuca Portillo","Workflow,Computer science","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.3222496211528778,0.3803880214691162
62,SKLEARN,10.3389/fmicb.2019.01084,The training process of SKLEARN is based on k-mers where the value 7 was used as it is the default balanced QIIME 2 parameter,"Dimitrios Kioroglou,Albert Mas,María del Carmen Machuca Portillo","Workflow,Computer science","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.22648805379867554,0.3803880214691162
64,SKLEARN,10.3389/fmicb.2019.01084,"In relaxed terms, during the training process SKLEARN splits each reference sequence into a series of overlapping heptamers and assigns a level of taxonomy to a given collection of heptamers","Dimitrios Kioroglou,Albert Mas,María del Carmen Machuca Portillo","Workflow,Computer science","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.2710758447647095,0.3803880214691162
66,SKLEARN,10.3389/fmicb.2019.01084,"Later on, during the classification process SKLEARN splits each sequence once again into a collection of overlapping heptamers, and tries to assign a level of taxonomy by taking into consideration the collections of heptamers from the reference sequences","Dimitrios Kioroglou,Albert Mas,María del Carmen Machuca Portillo","Workflow,Computer science","https://github.com/scikit-learn/scikit-learn,https://pypi.org/project/scikit-learn/",https://pypi.org/project/scikit-learn/,1,scikit-learn,,"5 - Production/Stable, Developers, Science/Research, OSI Approved, BSD License, MacOS, Microsoft, Windows, POSIX, Unix, C, Python, 3, 3.10, 3.11, 3.12, 3.13, 3.9, Implementation, CPython, Scientific/Engineering, Software Development",A set of python modules for machine learning and data mining,0.875,0.0,0.27960729598999023,0.3803880214691162
67,Pandas,10.1007/s00701-021-04837-9,The large datasets were analyzed using Python 3.8.2 in conjunction with Pandas 1.2.1 and NumPy 1.20.0 before statistical analysis.,"Justyna Lunkiewicz,Giovanna Brandi,Jan Willms,Christian Strässle,Gagan Narula,Emanuela Keller,Carl Muroi","Nimodipine,Medicine,Anesthesia,Subarachnoid hemorrhage,Cardiac index,Context (archaeology)","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",1.0,0.5604700854700856,0.6915164589881897,-0.0023777447640895844
68,Pandas,10.1007/s00701-021-04837-9,The large datasets were analyzed using Python 3.8.2 in conjunction with Pandas 1.2.1 and NumPy 1.20.0 before statistical analysis.,"Justyna Lunkiewicz,Giovanna Brandi,Jan Willms,Christian Strässle,Gagan Narula,Emanuela Keller,Carl Muroi","Nimodipine,Medicine,Anesthesia,Subarachnoid hemorrhage,Cardiac index,Context (archaeology)","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",1.0,0.0,0.45991674065589905,0.02601032145321369
69,Pandas,10.1002/advs.202001314,"Statistical analyses were performed using Python libraries Numpy, Scipy, and Pandas.","Wenze Ding,H. Gong","Protein structure prediction,Residue (chemistry),Computer science","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",1.0,0.40849673202614384,0.6663744449615479,0.23518340289592743
70,Pandas,10.1002/advs.202001314,"Statistical analyses were performed using Python libraries Numpy, Scipy, and Pandas.","Wenze Ding,H. Gong","Protein structure prediction,Residue (chemistry),Computer science","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",1.0,0.0,0.37504109740257263,0.15472273528575897
71,Pandas,10.1021/acs.analchem.0c04373,The package was written with Python (v.3.6.6) and relied heavily on Pandas (v,"Kang-Yu Peng,Malinda Salim,Joseph Pelle,Gisela Ramirez,Ben J. Boyd","Bovine milk,Chemistry","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",1.0,0.5307692307692308,0.4715306758880615,0.04685189574956894
72,Pandas,10.1021/acs.analchem.0c04373,The package was written with Python (v.3.6.6) and relied heavily on Pandas (v,"Kang-Yu Peng,Malinda Salim,Joseph Pelle,Gisela Ramirez,Ben J. Boyd","Bovine milk,Chemistry","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",1.0,0.0,0.20433099567890167,0.08946097642183304
73,Pandas,10.3390/ani11030865,"To obtain the bacterial composition and function profiles of sable intestinal microbiome, the proportion of microbes at different taxonomic levels and functional gene benchmark were calculated in the NumPy and Pandas packages in Python","Lantian Su,Xinxin Liu,Guang-Yao Jin,Yue Ma,Haoxin Tan,Muhammed Abdul Khalid,Martin Romantschuk,Shan Yin,Nan Hui","Habitat,Biology,Ecology,Firmicutes,Actinobacteria,Abundance (ecology),Relative species abundance","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",1.0,0.40090090090090086,0.3415517807006836,0.11753309518098831
74,Pandas,10.3390/ani11030865,"To obtain the bacterial composition and function profiles of sable intestinal microbiome, the proportion of microbes at different taxonomic levels and functional gene benchmark were calculated in the NumPy and Pandas packages in Python","Lantian Su,Xinxin Liu,Guang-Yao Jin,Yue Ma,Haoxin Tan,Muhammed Abdul Khalid,Martin Romantschuk,Shan Yin,Nan Hui","Habitat,Biology,Ecology,Firmicutes,Actinobacteria,Abundance (ecology),Relative species abundance","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",1.0,0.0,0.04912722855806351,0.02185806632041931
75,Pandas,10.3390/ani10060939,"The Python [15] language was used with critical libraries including SciPy [16,17], NumPy [18,19], Pandas [20], Scikit-Posthocs [21], Lifelines [22], Matplotlib/Seaborn [23,24], and FBProphet [25].","Kevin Horecka,Steve Porter,E. Susan Amirian,Ellen P. Jefferson","Canine parvovirus,Population,Parvovirus","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",1.0,0.5055555555555555,0.6124269962310791,0.06949318945407867
76,Pandas,10.3390/ani10060939,"The Python [15] language was used with critical libraries including SciPy [16,17], NumPy [18,19], Pandas [20], Scikit-Posthocs [21], Lifelines [22], Matplotlib/Seaborn [23,24], and FBProphet [25].","Kevin Horecka,Steve Porter,E. Susan Amirian,Ellen P. Jefferson","Canine parvovirus,Population,Parvovirus","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",1.0,0.0,0.259022057056427,-0.017358165234327316
77,Pandas,10.3390/antibiotics10040385,"The clean data were then merged with metadata (i.e., DOI, article title, year published, journal, PMC ID) from the paired JSON files for each article, and a combination of Pandas, a popular python library with integrated data processing functions, data frames and NLTK processing were used to calculate the term counts per article","Lauren Wind,Jonathan Briganti,Anne M. Brown,Timothy P. Neher,Meghan F. Davis,Lisa M. Durso,Tanner Spicer,Stephanie Lansing","Context (archaeology),Antibiotic resistance","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",1.0,0.5725047080979285,0.4956558346748352,0.11212411522865295
78,Pandas,10.3390/antibiotics10040385,"The clean data were then merged with metadata (i.e., DOI, article title, year published, journal, PMC ID) from the paired JSON files for each article, and a combination of Pandas, a popular python library with integrated data processing functions, data frames and NLTK processing were used to calculate the term counts per article","Lauren Wind,Jonathan Briganti,Anne M. Brown,Timothy P. Neher,Meghan F. Davis,Lisa M. Durso,Tanner Spicer,Stephanie Lansing","Context (archaeology),Antibiotic resistance","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",1.0,0.0,0.2603349983692169,0.09208109974861145
79,panda,10.1371/journal.pone.0228422,1: Load the data using read_csv() function of panda library,"Md. Raihan-Al-Masud,M. Rubaiyat Hossain Mondal","Support vector machine,Artificial intelligence,Feature selection,Computer science,Machine learning,Pattern recognition (psychology),Preprocessor","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",0.9666666666666667,0.5156565656565656,0.3798343539237976,0.18508775532245636
80,panda,10.1371/journal.pone.0228422,1: Load the data using read_csv() function of panda library,"Md. Raihan-Al-Masud,M. Rubaiyat Hossain Mondal","Support vector machine,Artificial intelligence,Feature selection,Computer science,Machine learning,Pattern recognition (psychology),Preprocessor","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",0.9666666666666667,0.0,0.13334515690803528,0.10631673038005829
81,panda,10.3389/fnbeh.2021.709775,"The following data analysis and visualization was performed with R (R Core Team, 2020; version 3.4.2) and Python (version 3.8), using the panda package (version 1.2.3).","Pia Kahnau,Anja Guenther,Marcus N. Boon,Janine Denise Terzenbach,Eric Hanitzsch,Lars Lewejohann,Vera Brust","Cognition,Cage","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",0.9666666666666667,0.5603174603174603,0.5949195027351379,0.05274087190628052
82,panda,10.3389/fnbeh.2021.709775,"The following data analysis and visualization was performed with R (R Core Team, 2020; version 3.4.2) and Python (version 3.8), using the panda package (version 1.2.3).","Pia Kahnau,Anja Guenther,Marcus N. Boon,Janine Denise Terzenbach,Eric Hanitzsch,Lars Lewejohann,Vera Brust","Cognition,Cage","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",0.9666666666666667,0.0,0.3472060561180115,0.04521863907575607
83,panda,10.3389/fcvm.2021.619386,"We used Python version 3.7 as the basic language of the whole model and call numpy, panda, sklearn, xgboost, and Matplotlib libraries to process and model the data","Dongmei Wu,Qiuju Yang,Baohua Su,Hao Jia,MA Hui-rong,Weilan Yuan,Junhui Gao,Feifei Ding,Yue Xu,Huifeng Wang,Jiangman Zhao,Bingqiang Li","Medicine,Internal medicine,Coronary artery disease,Asymptomatic,Diabetes mellitus,Risk factor,Odds ratio,Triglyceride,Cardiology","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",0.9666666666666667,0.5655806182121972,0.6156255602836609,0.03442639112472534
84,panda,10.3389/fcvm.2021.619386,"We used Python version 3.7 as the basic language of the whole model and call numpy, panda, sklearn, xgboost, and Matplotlib libraries to process and model the data","Dongmei Wu,Qiuju Yang,Baohua Su,Hao Jia,MA Hui-rong,Weilan Yuan,Junhui Gao,Feifei Ding,Yue Xu,Huifeng Wang,Jiangman Zhao,Bingqiang Li","Medicine,Internal medicine,Coronary artery disease,Asymptomatic,Diabetes mellitus,Risk factor,Odds ratio,Triglyceride,Cardiology","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",0.9666666666666667,0.0,0.3070501685142517,0.03594190254807472
85,panda,10.3389/fphys.2017.00354,"Bio-analysis was performed under Ubuntu 16.04 LTS Docker image (Hung et al., 2016) within a custom Python (Python Software Foundation, 2015) scripts using the packages biopython, pyexcel, csv, collection, panda, and matplotlib and R v3.3.1 (R Core Team, 2016) scripts within the ggplot2 and plotrix libraries","Rahim Dad Brohi,Li Wang,Najla Ben Hassine,Jiang Cao,Hira Sajjad Talpur,Di Wu,Chun–Jie Huang,Zia Ur Rehman,Dinesh Bhattarai,Li‐Jun Huo","SUMO protein,Acrosome,Sperm,Cell biology,Sperm motility,Biology,Capacitation,Motility,Acrosome reaction","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",0.9666666666666667,0.5150375939849624,0.55735844373703,0.11712013185024261
86,panda,10.3389/fphys.2017.00354,"Bio-analysis was performed under Ubuntu 16.04 LTS Docker image (Hung et al., 2016) within a custom Python (Python Software Foundation, 2015) scripts using the packages biopython, pyexcel, csv, collection, panda, and matplotlib and R v3.3.1 (R Core Team, 2016) scripts within the ggplot2 and plotrix libraries","Rahim Dad Brohi,Li Wang,Najla Ben Hassine,Jiang Cao,Hira Sajjad Talpur,Di Wu,Chun–Jie Huang,Zia Ur Rehman,Dinesh Bhattarai,Li‐Jun Huo","SUMO protein,Acrosome,Sperm,Cell biology,Sperm motility,Biology,Capacitation,Motility,Acrosome reaction","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",0.9666666666666667,0.0,0.2012244611978531,0.06924481689929962
87,panda,10.1186/s13073-021-00904-z,"Other requirements: PLINK v1.9; R packages: shiny, shinyjs, DT, RSQLite, ggplot2, heatmaply, plotly, future; Python packages: panda, scipy, joblib, tqdm, sqlite","Liuyang Wang,Thomas J Balmat,Alejandro L. Antonia,Florica J. Constantine,Ricardo Henao,Thomas W. Burke,Andy Ingham,Micah T. McClain,Ephraim L. Tsalik,Emily R Ko,Geoffrey S. Ginsburg,Mark DeLong,Xiling Shen,Christopher W. Woods,Elizabeth R. Hauser,Dennis C. Ko","Genome-wide association study,Genetic architecture,Biology,Computational biology,Genetic association","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",0.9666666666666667,0.508,0.5070309042930603,0.24338442087173462
88,panda,10.1186/s13073-021-00904-z,"Other requirements: PLINK v1.9; R packages: shiny, shinyjs, DT, RSQLite, ggplot2, heatmaply, plotly, future; Python packages: panda, scipy, joblib, tqdm, sqlite","Liuyang Wang,Thomas J Balmat,Alejandro L. Antonia,Florica J. Constantine,Ricardo Henao,Thomas W. Burke,Andy Ingham,Micah T. McClain,Ephraim L. Tsalik,Emily R Ko,Geoffrey S. Ginsburg,Mark DeLong,Xiling Shen,Christopher W. Woods,Elizabeth R. Hauser,Dennis C. Ko","Genome-wide association study,Genetic architecture,Biology,Computational biology,Genetic association","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",0.9666666666666667,0.0,0.26714468002319336,0.11328110098838806
89,pandas,10.1021/acsomega.1c00991,"All calculations were done in a Python environment using the numpy, pandas, and ase packages for basic data manipulation and structure file handling; plotting was done with matplotlib","Felix Mayr,Alessio Gagliardi","Benchmark (surveying),Fingerprint (computing),Computer science,Workflow","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",1.0,0.5198412698412699,0.5669262409210205,0.2467806339263916
90,pandas,10.1021/acsomega.1c00991,"All calculations were done in a Python environment using the numpy, pandas, and ase packages for basic data manipulation and structure file handling; plotting was done with matplotlib","Felix Mayr,Alessio Gagliardi","Benchmark (surveying),Fingerprint (computing),Computer science,Workflow","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://pypi.org/project/pandas/,1,pandas,,"5 - Production/Stable, Console, Science/Research, OSI Approved, BSD License, OS Independent, Cython, Python, 3, Only, 3.10, 3.11, 3.12, 3.9, Scientific/Engineering","Powerful data structures for data analysis, time series, and statistics",1.0,0.0,0.3615175783634186,0.1276310533285141
91,pandas,10.1099/acmi.0.000129,"Analysis was performed in Python, utilizing the Biopython [7]⁠ and pandas [8]⁠ libraries.","DJ Farrell,Joseph Crispell,Stephen V. Gordon","Mycobacterium bovis,Genome,Biology,Gene,Genetics,Reference genome,Whole genome sequencing,Mycobacterium tuberculosis,Annotation,Computational biology","https://github.com/pandas-dev/pandas,https://pypi.org/project/pandas/",https://github.com/pandas-dev/pandas,1,pandas,pandas,"alignment, data-analysis, data-science, flexible, pandas, python","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",1.0,0.41214470284237725,0.5812894105911255,0.22143223881721497
